date,device,poll,c,vg,conex
9/9/25 12:42,HAPSA-370,SO2,58.8,61 ppb,M
9/9/25 12:43,HAPSA-370,SO2,58.8,61 ppb,M
9/9/25 12:44,HAPSA-370,SO2,59.1,61 ppb,M
9/9/25 12:45,HAPSA-370,SO2,59.4,61 ppb,M
9/9/25 12:46,HAPSA-370,SO2,59.4,61 ppb,M
9/9/25 12:47,HAPSA-370,SO2,59.2,61 ppb,M
9/9/25 12:48,HAPSA-370,SO2,59.3,61 ppb,M
9/9/25 12:49,HAPSA-370,SO2,59.1,61 ppb,M
9/9/25 12:50,HAPSA-370,SO2,59,61 ppb,M
9/9/25 12:51,HAPSA-370,SO2,59,61 ppb,M
9/9/25 12:52,HAPSA-370,SO2,58.9,61 ppb,M
9/9/25 12:53,HAPSA-370,SO2,59,61 ppb,M
9/9/25 12:54,HAPSA-370,SO2,58.8,61 ppb,M
9/9/25 12:55,HAPSA-370,SO2,59,61 ppb,M
9/9/25 12:56,HAPSA-370,SO2,59.2,61 ppb,M
9/9/25 12:57,HAPSA-370,SO2,58.8,61 ppb,M
9/9/25 12:58,HAPSA-370,SO2,58.8,61 ppb,M
9/9/25 12:59,HAPSA-370,SO2,59.1,61 ppb,M
9/9/25 13:00,HAPSA-370,SO2,59,61 ppb,M
9/9/25 13:01,HAPSA-370,SO2,58.7,61 ppb,M
9/9/25 13:02,HAPSA-370,SO2,58.8,61 ppb,M
9/9/25 13:03,HAPSA-370,SO2,58.6,61 ppb,M
9/9/25 13:04,HAPSA-370,SO2,58.6,61 ppb,M
9/9/25 13:05,HAPSA-370,SO2,58.9,61 ppb,M
9/9/25 13:06,HAPSA-370,SO2,58.6,61 ppb,M
9/9/25 13:07,HAPSA-370,SO2,58.8,61 ppb,M
9/9/25 13:08,HAPSA-370,SO2,59.3,61 ppb,M
9/9/25 13:09,HAPSA-370,SO2,58.9,61 ppb,M
9/9/25 13:10,HAPSA-370,SO2,59.2,61 ppb,M
9/9/25 13:11,HAPSA-370,SO2,59.6,61 ppb,M
9/9/25 13:12,HAPSA-370,SO2,59.2,61 ppb,M
9/9/25 13:13,HAPSA-370,SO2,59.1,61 ppb,M
9/9/25 13:14,HAPSA-370,SO2,58.8,61 ppb,M
9/9/25 13:15,HAPSA-370,SO2,59,61 ppb,M
9/9/25 13:16,HAPSA-370,SO2,59.1,61 ppb,M
9/9/25 13:17,HAPSA-370,SO2,59.2,61 ppb,M
9/9/25 13:18,HAPSA-370,SO2,59.5,61 ppb,M
9/9/25 13:19,HAPSA-370,SO2,59.4,61 ppb,M
9/9/25 13:20,HAPSA-370,SO2,59.3,61 ppb,M
9/9/25 13:21,HAPSA-370,SO2,59.2,61 ppb,M
9/9/25 13:22,HAPSA-370,SO2,59,61 ppb,M
9/9/25 13:23,HAPSA-370,SO2,58.8,61 ppb,M
9/9/25 13:24,HAPSA-370,SO2,59.2,61 ppb,M
9/9/25 13:25,HAPSA-370,SO2,59.2,61 ppb,M
9/9/25 13:26,HAPSA-370,SO2,59,61 ppb,M
9/9/25 13:27,HAPSA-370,SO2,58.9,61 ppb,M
9/9/25 13:28,HAPSA-370,SO2,59.1,61 ppb,M
9/9/25 13:29,HAPSA-370,SO2,59,61 ppb,M
9/9/25 13:30,HAPSA-370,SO2,51.4,NA,M
